,ars,aces,name,address,phone,email,schedule,reservation,presencial,drive,domicile
10,ARS Norte,ACES Alto Minho, Ponte de Lima (Laboratório Dra. Helena Rodrigues),Rua General Norton de Matos nº555 4990-118 Ponte de Lima,251249900 ,laboratorio@helenarodriguesanalisesclinicas.pt,"3ªF e 5ªF: 08H às 11H; 2ªF, 4ªF, 6ªF, sábados, domingos e feriados: Encerrado",Obrigatória,Sim,Não tem,Sim
11,ARS Norte,ACES Alto Minho, Vila Nova de Anha (Laboratório Dra. Helena Rodrigues),"Avenida 9 de Julho 1985, nº1122 4935-301 Vila Nova de Anha",251249900 ,laboratorio@helenarodriguesanalisesclinicas.pt,"4ªF: 08H às 11H; 2ªF, 3ªF, 5ªF, 6ªF, sábados, domingos e feriados: Encerrado",Obrigatória,Sim,Não tem,Sim
12,ARS Norte,ACES Feira e Arouca, Santa Maria da Feira (Germano de Sousa),"EUROPARQUE, Rua Interior do Europarque, Santa Maria da Feira 4520-153 Santa Maria da Feira",930525694,covid19.feira@germanodesousa.com,2ª feira a domingo: 08H às 18H; Feriados: Encerrado,Obrigatória,Sim,Só em automóvel,Não
13,ARS Norte,ACES Vale do Sousa Sul, Penafiel (Germano de Sousa),"Rua Dom António Ferreira Gomes, 1114, Pavilhão de Feiras e Exposições de Penafiel 4560-260 Penafiel",930529765,covid19.penafiel@germanodesousa.com,2ª feira a sábado: 09H às 17H; Domingos: 14H às 18H; Feriados: Encerrado,Obrigatória,Sim,Só em automóvel,Não
14,ARS Norte,ACES Aveiro Norte, São João da Madeira (Centro Médico da Praça),Rua Vale do Vouga 1492 a 1520 3700-298 São João da Madeira,256830706 256830700 916137547,geral@centromedicodapraca.pt americo.sa@centromedicodapraca.pt,De 2ª a 6ª feira: 08H30 às 12H30 | 14H às 18H; Sábados: 09H às 12H30; Domingos e feriados: Encerrado,Opcional,Sim,Não tem,Sim
15,ARS Norte,ACES Aveiro Norte, São João da Madeira CMP - Drive Through Oliva Creative Factory (Centro Médico da Praça),Rua da Fundição 3700-119 São João da Madeira,256830706 256830700 916137547,geral@centromedicodapraca.pt americo.sa@centromedicodapraca.pt,De 2ª a 6ª feira: 08H30 às 12H30 | 14H às 18H; Sábados: 09H às 12H; Domingos e feriados: Encerrado,Obrigatória,Sim,Só em automóvel,Não
16,ARS Norte,ACES Aveiro Norte, Vale de Cambra (Centro Médico da Praça),"Rua das Regadas, nº85, Edifício Pluridomus 3730-250 Vale de Cambra",256410960 256830706 916137547,geral@centromedicodapraca.pt americo.sa@centromedicodapraca.pt,De 2ª a 6ª feira: 08H30 às 12H30 | 14H às 18H; Sábados: 09H às 12H30; Domingos e feriados: Encerrado,Obrigatória,Sim,Não tem,Sim
17,ARS Norte,ACES Aveiro Norte, Oliveira de Azeméis (Synlab Porto),Rua Dr. João Manuel Godinho Sousa (Junto às Piscinas Municipais) 3720-254 Oliveira de Azeméis,256664070 ,,"De 2ª a 6ª feira: 09H às 12H; Sábados, domingos e feriados: Encerrado",Obrigatória,Sim,Em viatura ou a pé,Não
18,ARS Norte,ACES Aveiro Norte, Vale de Cambra (Avelab),"Estrada Nacional 227, Lugar da Relva n.º 503 3730-365 Vale de Cambra",256405061 918714666,geral@biosegal.pt,"De 2ª a 6ª feira: 08H às 18H; Sábados, domingos e feriados: Encerrado",Obrigatória,Sim,Só em automóvel,Sim
19,ARS Norte,ACES Gerês / Cabreira, Ribeira do Neiva (Laboratório Dra. Helena Rodrigues),"Ângulo Quarenta, Goães 4730-190 Goães, Vila Verde",251249900 ,laboratorio@helenarodriguesanalisesclinicas.pt,"3ªF e 5ªF: 08H às 11H30; 2ªF, 4ªF, 6ªF, sábados, domingos e feriados: Encerrado",Obrigatória,Sim,Não tem,Sim
20,ARS Norte,ACES Barcelos / Esposende, Barcelos (Synlab Porto),"Travessa do Senhor do Galo, 43 4755-066 Barcelos",253969750 ,,De 2ª a 6ª feira: 09H às 12H | 14H às 18H; Sábados e domingos: 14H às 18H; Feriados: Encerrado,Obrigatória,Sim,Em viatura ou a pé,Não
21,ARS Norte,ACES Braga, Braga (Medicina Laboratorial - Doutor Carlos da Silva Torres),Rua Monsenhor Airosa - Altice Forum Braga 4705-002 Braga,220125001,marcacoes@unilabs.pt,2ª feira a domingo: 09H às 18H; Feriados: Encerrado,Obrigatória,Sim,Só em automóvel,Não
22,ARS Norte,ACES Braga, Braga (Dr. Joaquim Chaves),"Avenida Central nº 33, 3º andar 4710-229 Braga",253609140,posto_lhs@jcs.pt,De 2ª a 6ª feira: 09H às 18H; Sábados: 09H às 12H; Domingos e feriados: Encerrado,Obrigatória,Sim,Não tem,Sim
23,ARS Norte,ACES Braga, Braga (Laboratório Dra. Helena Rodrigues),"Rua Dr. Artur Soares nº353, S. Vicente 4700-363 Braga",251249900 ,laboratorio@helenarodriguesanalisesclinicas.pt,"De 2ª a 6ª feira: 08H às 12H; Sábados, domingos e feriados: Encerrado",Obrigatória,Sim,Não tem,Sim
24,ARS Norte,ACES Baixo Tâmega, Marco de Canaveses (Synlab Porto),"Avenida Dr. Artur Melo e Castro, 39 - Estádio Municipal do Marco de Canaveses 4630-241 Marco de Canaveses", 916654309,,"De 2ª a 6ª feira: 14H às 18H; Sábados, domingos e feriados: Encerrado",Obrigatória,Sim,Em viatura ou a pé,Não
25,ARS Norte,ACES Vale do Sousa Norte, Porto - Lousada (Medicina Laboratorial - Doutor Carlos da Silva Torres),"Avenida Dr. Duarte Leite, nº 545 4620-141 Porto - Lousada",220125001,marcacoes@unilabs.pt,2ª feira a domingo: 09H às 18H; Feriados: Encerrado,Obrigatória,Sim,Só em automóvel,Não
26,ARS Norte,ACES Vale do Sousa Norte, Felgueiras (Hospital Agostinho Ribeiro),Avenida Dr. Magalhães Lemos 4610-106 Felgueiras,255310826 255310820 967813351 967288882,hospital.har@mail.telepac.pt analises.har@gmail.com,2ª feira a sábado: 08H às 18H; Domingos e feriados: Encerrado,Obrigatória,Sim,Em viatura ou a pé,Sim
27,ARS Norte,ACES Matosinhos, Matosinhos (Synlab Porto),"Rua de Sendim, 256 - Parque de Manhufe 4450-271 Matosinhos",227459182,,De 2ª a 6ª feira: 09H às 12H | 14H às 18H; Sábados e domingos: 14H às 18H; Feriados: Encerrado,Obrigatória,Sim,Em viatura ou a pé,Não
28,ARS Norte,ACES Porto Ocidental, Porto (Medicina Laboratorial - Doutor Carlos da Silva Torres),Queimódromo - Estrada da Circunvalação 4100-183 Porto,220125001,marcacoes@unilabs.pt,2ª feira a domingo: 09H às 18H; Feriados: Encerrado,Obrigatória,Sim,Só em automóvel,Não
29,ARS Norte,ACES Porto Ocidental, Porto - Vilarinha (Synlab Porto),"Rua da Vilarinha, 718 4100-511 Porto",227860743,,"De 2ª a 6ª feira: 10H às 12H | 14H às 17H30; Sábados, domingos e feriados: Encerrado",Obrigatória,Sim,Não tem,Não
30,ARS Norte,ACES Porto Ocidental, Porto - Sá da Bandeira (Synlab Porto),"Rua de Sá da Bandeira, 790, r/c 4000-432 Porto",227860743,,"De 2ª a 6ª feira: 10H às 12H | 14H às 17H30; Sábados, domingos e feriados: Encerrado",Obrigatória,Sim,Não tem,Não
31,ARS Norte,ACES Porto Ocidental, Porto (Dr. Joaquim Chaves),"Av. Central nº 33, 3º 4710-229 Braga",253609140,posto_lhs@jcs.pt,De 2ª a 6ª feira: 09H às 18H; Sábados: 09H às 12H; Domingos e feriados: Encerrado,Obrigatória,Não,Não tem,Sim
32,ARS Norte,ACES Porto Ocidental, Porto (Avelab),"Rua 15 de Novembro, n.º 113 4100-421 Porto",234380400 935380400,GERAL@AVELAB.PT,De 2ª a 6ª feira: 07H30 às 17H; Sábados: 08H às 13H; Domingos e feriados: Encerrado,Obrigatória,Sim,Só em automóvel,Sim
33,ARS Norte,ACES Póvoa do Varzim / Vila do Conde, Vila do Conde (Santa Casa da Misericórdia de Vila do Conde),"Rua Dr. António Andrade, 104 4480-806 Vila do Conde",252249100 969224355,covid19@scmvc.pt analisesclinicas@scmvc.pt,"De 2ª a 6ª feira: 08H às 11H; Sábados, domingos e feriados: Encerrado",Obrigatória,Sim,Só em automóvel,Não
34,ARS Norte,ACES Póvoa do Varzim / Vila do Conde, Póvoa do Varzim (Synlab Porto),Rua Bonitos de Amorim (Junto ao Centro Hospitalar Póvoa de Varzim/Vila do Conde) 4490-594 Póvoa do Varzim,252090169,,De 2ª a 6ª feira: 09H às 12H | 14H às 18H; Sábados e domingos: 14H às 18H; Feriados: Encerrado,Obrigatória,Sim,Em viatura ou a pé,Não
35,ARS Norte,ACES Póvoa do Varzim / Vila do Conde, Touguinhó (Trofa Saúde - Hospital Senhor do Bonfim),"Rua da Mata, n.º 180 4480-565 Touguinhó",252097700,laboratorio@senhordobonfim.trofasaude.com,"Todos os dias úteis, fins de semana e feriados: 00H às 24H",Opcional,Sim,Não tem,Sim
36,ARS Norte,ACES Santo Tirso / Trofa, Santo Tirso (Germano de Sousa),Rua Prof. Dr. Fernando Augusto Pires de Lima 4780-531 Santo Tirso,936559964,covid19.santotirso@germanodesousa.com,2ª feira a sábado: 09H às 17H; Domingos e feriados: Encerrado,Obrigatória,Sim,Não tem,Não
37,ARS Norte,ACES Gaia, Vila Nova de Gaia (Germano de Sousa),Rua 14 Outubro 4430-046 Vila Nova de Gaia,930575003 965782943,covid19.gaia@germanodesousa.com,2ª feira a sábado: 09H às 13H | 14H às 16H; Domingos e feriados: Encerrado,Obrigatória,Sim,Não tem,Não
38,ARS Norte,ACES Gaia, Porto - Gaia (Medicina Laboratorial - Doutor Carlos da Silva Torres),Espaço Mais Grijó (ex Outlet de Grijó) 4415-470 Porto - Gaia,220125001,marcacoes@unilabs.pt,2ª feira a domingo: 09H às 18H; Feriados: Encerrado,Obrigatória,Sim,Só em automóvel,Não
39,ARS Norte,ACES Gaia, Gaia (Synlab Porto),Rua de Almeida Garrett - Pavilhão Municipal da Lavandeira 4430-300 Vila Nova de Gaia, 969268038,,De 2ª a 6ª feira: 09H às 12H | 14H às 18H; Sábados: 14H às 18H; Domingos e feriados: Encerrado,Obrigatória,Sim,Em viatura ou a pé,Não
40,ARS Norte,ACES Marão e Douro Norte, Vila Real (Avelab),"Avenida João Paulo II, Lote 22 Bloco B 5000-198 Vila Real",234380400 966148612,regua@avelab.pt,2ª feira a sábado: 08H30 às 12H; Domingos e feriados: Encerrado,Obrigatória,Sim,Só em automóvel,Sim
41,ARS Norte,ACES Marão e Douro Norte, Peso da Régua (Avelab),"Avenida de Ovar, Edifício Sta. Rita I s/n 5050-223 Peso da Régua",234380400 966148612,regua@avelab.pt,De 2ª a 6ª feira: 08H às 12H30 | 14H30 às 16H; Sábados: 08H às 11H30; Domingos e feriados: Encerrado,Obrigatória,Sim,Só em automóvel,Sim
42,ARS Norte,ACES Marão e Douro Norte, Santa Marta de Penaguião (Avelab),"Rua dos Combatentes, n.º 3, Lojas 6 e 7 5030-477 Santa Marta de Penaguião",234380400 966148612,regua@avelab.pt,"De 2ª a 6ª feira: 08H às 11H30; Sábados, domingos e feriados: Encerrado",Obrigatória,Sim,Só em automóvel,Sim
43,ARS Norte,ACES Marão e Douro Norte, Pinhão (Avelab),"Rua da Nossa Senhora da Conceição, n.º 12-A 5085-039 Pinhão",234380400 966148612,regua@avelab.pt,"2ªF, 4ªF e 6ªF: 08H às 11H30; 3ªF, 5ªF, Sábados: Domingos e feriados: Encerrado",Obrigatória,Sim,Só em automóvel,Sim
44,ARS Norte,ACES Douro Sul, Lamego (Germano de Sousa),Centro Multiusos de Lamego - Largo da Feira 5110-190 Lamego,936535810,covid19.lamego@germanodesousa.com,2ª feira a domingo: 08H às 17H; Feriados: Encerrado,Opcional,Sim,Não tem,Não
45,ARS Norte,ACES Douro Sul, São João da Pesqueira (Avelab),"Rua da Figueira, n.º 6-A 5130-321 São João da Pesqueira",234380400 966148612,regua@avelab.pt,"De 2ª a 6ª feira: 08H30 às 11H30 | 14H às 18H; Sábados, domingos e feriados: Encerrado",Obrigatória,Sim,Só em automóvel,Sim
46,ARS Norte,ACES Alto Ave, Braga - Guimarães (Medicina Laboratorial - Doutor Carlos da Silva Torres),"Alameda Cidade de Lisboa, 481 4835-037 Braga - Guimarães",220125001,marcacoes@unilabs.pt,2ª feira a domingo: 09H às 18H; Feriados: Encerrado,Obrigatória,Sim,Só em automóvel,Não
47,ARS Norte,ACES Gondomar, Porto - Gondomar (Medicina Laboratorial - Doutor Carlos da Silva Torres),"Av. Multiusos, S. Cosme 4420-015 Porto - Gondomar",220125001,marcacoes@unilabs.pt,2ª feira a domingo: 09H às 18H; Feriados: Encerrado,Obrigatória,Sim,Só em automóvel,Não
48,ARS Norte,ACES Maia / Valongo, Valongo (Germano de Sousa),"Rua das Pereiras, n.º 141 - Escola Básica 2/3 Vallis Longus 4440-584 Valongo",935053485,covid19.valongo@germanodesousa.com,2ª feira a sábado: 09H às 13H | 14H às 16H; Domingos e feriados: Encerrado,Obrigatória,Sim,Não tem,Não
49,ARS Norte,ACES Maia / Valongo, Maia (Synlab Porto),Estádio Municipal da Maia 4470-202 Maia,808210122 808210123,,De 2ª a 6ª feira: 09H às 12H | 14H às 18H; Sábados e domingos: 14H às 18H; Feriados: Encerrado,Obrigatória,Sim,Em viatura ou a pé,Não
50,ARS Norte,ACES Nordeste, Macedo de Cavaleiros (Centro Hospitalar de São João),Avenida Dr. Urze Pires 5340-273 Macedo de Cavaleiros,278420140,,2ª feira a domingo: 09H às 13H | 14H às 17H; Feriados: Encerrado,Obrigatória,Sim,Não tem,Não
51,ARS Norte,ACES Nordeste, Torre de Moncorvo (Avelab),"Avenida Jorge Luís Borges, n.º 4, r/c Esq. 5160-220 Torre de Moncorvo",234380400 935380400,GERAL@AVELAB.PT,"De 2ª a 6ª feira: 08H às 12H; Sábados, domingos e feriados: Encerrado",Obrigatória,Sim,Só em automóvel,Sim
52,ARS Centro,ACES Cova da Beira, Covilhã (Synlab),"Av. Infante Dom Henrique, Ed. Studio Residence, 2 Loja LG 6200-506 Covilhã",275313383,,"De 2ª a 6ª feira: 14H às 18H; Sábados, domingos e feriados: Encerrado",Obrigatória,Sim,Não tem,Não
53,ARS Centro,ACES Cova da Beira, Covilhã I (Egianálise),Rua António Augusto de Aguiar 96 6200-872 Covilhã,271212109 939851415,egianalise@sapo.pt,"De 2ª a 6ª feira: 09H às 11H; Sábados, domingos e feriados: Encerrado",Obrigatória,Sim,Só em automóvel,Sim
54,ARS Centro,ACES Cova da Beira, Covilhã II (Egianálise),Rua Anil 13-A 6200-872 Covilhã,271212109 939851415,egianalise@sapo.pt,"De 2ª a 6ª feira: 09H às 11H; Sábados, domingos e feriados: Encerrado",Obrigatória,Sim,Só em automóvel,Sim
55,ARS Centro,ACES Cova da Beira, Tortosendo (Egianálise),"Avenida Viriato, 155, loja 0 6200-760 Tortosendo",271212109 939851415,egianalise@sapo.pt,"De 2ª a 6ª feira: 09H às 11H; Sábados, domingos e feriados: Encerrado",Obrigatória,Sim,Só em automóvel,Sim
56,ARS Centro,ACES Cova da Beira, Belmonte (Egianálise),Rua Pedro Alvares Cabral 223 r/c 6200-760 Belmonte,271212109 939851415,egianalise@sapo.pt,"De 2ª a 6ª feira: 09H às 11H; Sábados, domingos e feriados: Encerrado",Obrigatória,Sim,Só em automóvel,Sim
57,ARS Centro,ACES Cova da Beira, Teixoso (Egianálise),Largo das Moitinhas 22 r/c 6200-651 Teixoso,271212109 939851415,egianalise@sapo.pt,"De 2ª a 6ª feira: 09H às 11H; Sábados, domingos e feriados: Encerrado",Obrigatória,Sim,Só em automóvel,Sim
58,ARS Centro,ACES Baixo Vouga, Aveiro (Dr. Joaquim Chaves),"Rua Luís Gomes Carvalho, n.º 28 3800-211 Aveiro",234367028,,"De 2ª a 6ª feira: 08H às 12H | 13H às 16H; Sábados, domingos e feriados: Encerrado",Obrigatória,Sim,Não tem,Sim
59,ARS Centro,ACES Baixo Vouga, Anadia (Avelab),"Largo Dr. António Costa Almeida, bloco C 3780-216 Anadia",243380400 926610046,covid19@avelab.pt,De 2ª a 6ª feira: 07H30 às 19H; Sábados: 08H às 17H; Domingos e feriados: Encerrado,Obrigatória,Sim,Só em automóvel,Sim
60,ARS Centro,ACES Baixo Vouga, Gafanha da Nazaré (Avelab),"Rua Prior Guerra, Lote 10 3830-711 Gafanha da Nazaré",243380400 926610046,covid19@avelab.pt,De 2ª a 6ª feira: 07H30 às 19H; Sábados: 08H às 17H; Domingos e feriados: Encerrado,Obrigatória,Sim,Só em automóvel,Sim
61,ARS Centro,ACES Baixo Vouga, Aveiro (Avelab),"Rua Cerâmica Vouga, 13 3800-011 Aveiro",243380400 926610046,covid19@avelab.pt,De 2ª a 6ª feira: 07H30 às 19H; Sábados: 08H às 17H; Domingos e feriados: Encerrado,Obrigatória,Sim,Só em automóvel,Sim
62,ARS Centro,ACES Baixo Vouga, Palhaça (Avelab),"Praça de S. Pedro, 106 A 3770-355 Palhaça",243380400 926610046,covid19@avelab.pt,De 2ª a 6ª feira: 07H30 às 19H; Sábados: 08H às 17H; Domingos e feriados: Encerrado,Obrigatória,Sim,Só em automóvel,Sim
63,ARS Centro,ACES Baixo Vouga, Sever do Vouga (Avelab),"Av. Comendador Augusto Martins Pereira, 45 3744-252 Sever do Vouga",243380400 926610046,covid19@avelab.pt,De 2ª a 6ª feira: 07H30 às 19H; Sábados: 08H às 17H; Domingos e feriados: Encerrado,Obrigatória,Sim,Só em automóvel,Sim
64,ARS Centro,ACES Baixo Vouga, Ovar (Centro Médico da Praça),"Rua de São João, 309 3880-909 Ovar",256830700 256590040 916137547,geral@centromedicodapraca.pt  americo.sa@centromedicodapraca.pt,De 2ª a 6ª feira: 08H30 às 12H30 | 14H às 18H; Sábados: 09H às 12H30; Domingos e feriados: Encerrado,Obrigatória,Sim,Só em automóvel,Não
65,ARS Centro,ACES Baixo Vouga, Aveiro (Centro Médico da Praça),"Rua de Ovar, 53 3810-164 Aveiro",256830700 234385075 916137547,geral@centromedicodapraca.pt  americo.sa@centromedicodapraca.pt,De 2ª a 6ª feira: 08H30 às 12H30 | 14H às 18H; Sábados: 09H às 12H30; Domingos e feriados: Encerrado,Obrigatória,Sim,Não tem,Sim
66,ARS Centro,ACES Baixo Mondego, Coimbra (Germano de Sousa),"Av. Fernão Magalhães, nº 577 3000-178 Coimbra", 930520828 239482638,covid19.coimbra@germanodesousa.com,2ª feira a sábado: 08H30 às 18H; Domingos e feriados: Encerrado,Obrigatória,Sim,Não tem,Não
67,ARS Centro,ACES Baixo Mondego, Coimbra (Synlab),"Circular Externa de Coimbra, 45 piso 0 - Hospital da Luz 3000-125 Coimbra",239701512,geral@labsaojose.pt,"2ªF e 3ªF: 08H30 às 20H30; De 4ª a 6ª feira: 07H30 às 20H30; Sábados, domingos e feriados: Encerrado",Obrigatória,Sim,Só em automóvel,Não
68,ARS Centro,ACES Baixo Mondego, Coimbra (Beatriz Godinho),"Rua Dr. Daniel de Matos, n.º 154, r/c Dto. 3030-471 Coimbra",239404411,geral@beatrizgodinho.pt,"De 2ª a 6ª feira: 10H às 13H; Sábados, domingos e feriados: Encerrado",Obrigatória,Sim,Não tem,Não
69,ARS Centro,ACES Baixo Mondego, Coimbra I (Lab. Joaquim Rodrigues),"Rua Eng. Jorge Anjinho, Lote 2, Loja 7 3030-492 Coimbra",239092942 910724856 910724165,lab.lfrazao@gmail.com,De 2ª a 6ª feira: 07H30 às 18H; Sábados: 08H às 12H; Domingos e feriados: Encerrado,Opcional,Sim,Só em automóvel,Não
70,ARS Centro,ACES Baixo Mondego, Coimbra II (Lab. Joaquim Rodrigues),"Rua Lídia Albuquerque Matos, Lote 4, r/c 3020-171 Coimbra",239092942 910724856 910724165,lab.lfrazao@gmail.com,De 2ª a 6ª feira: 08H às 17H; Sábados: 08H às 11H; Domingos e feriados: Encerrado,Opcional,Sim,Só em automóvel,Não
71,ARS Centro,ACES Baixo Mondego, Figueira da Foz (Laboratório A. Clínicas Dra. Maria do Carmo Chaves),"Rua Afonso de Albuquerque, nº 1 F 3080-041 Figueira da Foz",233096435 915499676,laboratorio@figueiralab.com,"De 2ª a 6ª feira: 08H às 18H; Sábados, domingos e feriados: Encerrado",Obrigatória,Sim,Só em automóvel,Não
72,ARS Centro,ACES Pinhal Interior Norte, Oliveira do Hospital (Elisabete F. A. Campos),Recinto da Feira em Oliveira do Hospital 3404-909 Oliveira do Hospital,960159319,,"2ªF e 4ªF: 13H30 às 17H; 3ªF, 5ªF, 6ªF, Sábados: Domingos e feriados: Encerrado",Obrigatória,Sim,Só em automóvel,Não
73,ARS Centro,ACES Pinhal Interior Norte, Pampilhosa da Serra (Lab. Joaquim Rodrigues),"Rua Rangel Lima, 78, r/c 3320-229 Pampilhosa da Serra",239092942 910724856 910724165,lab.lfrazao@gmail.com,De 2ª a 6ª feira: 08H às 11H; Sábados: 08H às 10H; Domingos e feriados: Encerrado,Opcional,Sim,Só em automóvel,Não
74,ARS Centro,ACES Pinhal Interior Norte, Castanheira de Pera (Lab. Joaquim Rodrigues),"Avenida São de Domingos, 6, r/c 3280-013 Castanheira de Pera",239092942 910724856 910724165,lab.lfrazao@gmail.com,De 2ª a 6ª feira: 08H às 12H; Sábados: 08H às 10H; Domingos e feriados: Encerrado,Opcional,Sim,Só em automóvel,Não
75,ARS Centro,ACES Pinhal Interior Norte, Pedrogão Grande (Lab. Joaquim Rodrigues),"Largo da Devesa, S/N, r/c 3270-101 Pedrogão Grande",239092942 910724856 910724165,lab.lfrazao@gmail.com,"De 2ª a 6ª feira: 08H às 11H; Sábados, domingos e feriados: Encerrado",Opcional,Sim,Só em automóvel,Não
76,ARS Centro,ACES Dão Lafões, Viseu (Germano de Sousa),"Av. Almirante Afonso Cerqueira, r/c A - Edifício Cibur 3510-008 Viseu",933100774,covid19.viseu@germanodesousa.com,2ª feira a sábado: 09H às 16H; Domingos e feriados: Encerrado,Obrigatória,Sim,Não tem,Não
77,ARS Centro,ACES Dão Lafões, Viseu (Unilabs),Rua Padre Costa - Pavilhão Multiusos 3510-008 Viseu,220125001,,"Todos os dias úteis, fins de semana e feriados: 09H às 18H",Obrigatória,Sim,Só em automóvel,Não
78,ARS Centro,ACES Pinhal Litoral, Marinha Grande (Synlabhealth Leiria),"Rua Mãe D’Água, n.º 14 A (junto aos CTT/Rodoviária) 2430-201 Marinha Grande",244553609,,"De 2ª a 6ª feira: 14H às 18H; Sábados, domingos e feriados: Encerrado",Obrigatória,Sim,Não tem,Não
79,ARS Centro,ACES Pinhal Litoral, Leiria Estádio Municipal (Beatriz Godinho),Estádio Municipal Dr. Magalhães Pessoa 2400-137 Leiria,244830460,geral@beatrizgodinho.pt,"De 2ª a 6ª feira: 10H às 13H; Sábados, domingos e feriados: Encerrado",Obrigatória,Sim,Só em automóvel,Sim
80,ARS Centro,ACES Pinhal Litoral, Leiria Marinheiros (Beatriz Godinho),"Rua da Escola, lote 2, loja 3, Marinheiro 2415-449 Leiria",244830460,geral@beatrizgodinho.pt,"De 2ª a 6ª feira: 10H às 13H; Sábados, domingos e feriados: Encerrado",Obrigatória,Sim,Não tem,Sim
81,ARS Centro,ACES Pinhal Litoral, Pombal (Beatriz Godinho),Expocentro - Parque Industrial Manuel Mota 3100-354 Pombal,244830460,geral@beatrizgodinho.pt,"De 2ª a 6ª feira: 10H às 13H; Sábados, domingos e feriados: Encerrado",Obrigatória,Sim,Só em automóvel,Sim
82,ARS Centro,ACES Pinhal Litoral, Leiria Clínica das Olhalvas (Affidea),"Clínica das Olhalvas - Olhalvas Park, 1 andar, Parque de estacionamento (Drive-Through) 2410-198 Leiria",244843720,geral@clinicadasolhalvas.com,"De 2ª a 6ª feira: 09H às 12H; Sábados, domingos e feriados: Encerrado",Obrigatória,Sim,Só em automóvel,Não
83,ARS Centro,ACES Pinhal Litoral, Pombal (Lab. Joaquim Rodrigues),"Avenida Heróis do Ultramar, 60, r/c Dto. 3100-462 Pombal",239092942 910724856 910724165,lab.lfrazao@gmail.com,De 2ª a 6ª feira: 07H30 às 18H; Sábados: 07H30 às 12H; Domingos e feriados: Encerrado,Opcional,Sim,Só em automóvel,Não
